date,AAPL,Return,42d,242d,Mov_Vol
1991-02-15,13.66,0.0110417021705,11.8714285714,9.44210743802,148.926821537
1991-02-19,14.22,0.0401775702325,11.9721428571,9.46673553719,149.328093819
1991-02-20,14.46,0.0167367923555,12.0807142857,9.49223140496,149.73692539
1991-02-21,13.98,-0.033758479925,12.165952381,9.5144214876,150.130638383
1991-02-22,14.16,0.0127933514599,12.2497619048,9.53723140496,150.531910665
1991-02-25,13.74,-0.0301098014714,12.3292857143,9.55855371901,150.8953865
1991-02-26,13.8,0.00435730536896,12.4114285714,9.57987603306,151.270201269
1991-02-27,13.8,0.0,12.495,9.60107438017,151.637456749
1991-02-28,13.57,-0.0168071183164,12.575952381,9.62157024793,151.986443946
1991-03-01,13.69,0.00880416545358,12.6597619048,9.63917355372,152.350549721
1991-03-04,13.83,0.0101745063763,12.744047619,9.6552892562,152.712765675
1991-03-05,14.96,0.0785398268697,12.8580952381,9.67702479339,153.134826003
1991-03-06,14.93,-0.00200736099523,12.97,9.69838842975,153.553106686
1991-03-07,15.94,0.065459061811,13.105952381,9.72479338843,154.014853284
1991-03-08,15.4,-0.0344641639425,13.229047619,9.74752066116,154.440693257
1991-03-11,15.05,-0.0229895182247,13.3326190476,9.76880165289,154.848264947
1991-03-12,14.9,-0.0100167782435,13.4219047619,9.7897107438,155.242607881
1991-03-13,15.7,0.0522994994028,13.5311904762,9.81462809917,155.685456255
1991-03-14,15.46,-0.015404669195,13.6388095238,9.83867768595,156.116965695
1991-03-15,15.7,0.015404669195,13.7492857143,9.86458677686,156.511938569
1991-03-18,16.06,0.0226709961644,13.8516666667,9.89198347107,156.898092272
1991-03-19,16.47,0.0252088356709,13.9552380952,9.91962809917,157.324562186
1991-03-20,16.06,-0.0252088356709,14.0547619048,9.94603305785,157.721424883
1991-03-21,15.34,-0.0458679125795,14.1342857143,9.97045454545,158.086160599
1991-03-22,14.99,-0.0230804838246,14.2026190476,9.99376033058,158.406800461
1991-03-25,15.28,0.0191614716239,14.275,10.0170661157,158.745708605
1991-03-26,16.59,0.082255320464,14.3764285714,10.045661157,159.170918637
1991-03-27,16.41,-0.0109091991004,14.465952381,10.0723140496,159.595498728
1991-03-28,16.11,-0.0184507079131,14.5426190476,10.0970247934,160.003070418
1991-04-01,16.23,0.00742118433762,14.6264285714,10.1217355372,160.431430154
1991-04-02,17.24,0.060370883709,14.7245238095,10.1511157025,160.92341391
1991-04-03,16.59,-0.0384321610332,14.8071428571,10.1778099174,161.352403587
1991-04-04,16.94,0.0208775850216,14.8966666667,10.2088429752,161.81037054
1991-04-05,16.44,-0.0299602995959,14.9769047619,10.2378099174,162.251959033
1991-04-08,16.59,0.00908271457432,15.0466666667,10.267892562,162.708036163
1991-04-09,16.29,-0.0182486815884,15.1142857143,10.2976859504,163.126946788
1991-04-10,15.85,-0.0273819222907,15.1664285714,10.325661157,163.516250195
1991-04-11,16.83,0.0599935078794,15.23,10.3575619835,163.949019516
1991-04-12,17.0,0.0100503358535,15.2892857143,10.3899173554,164.381788838
1991-04-15,14.75,-0.14197026127,15.3026190476,10.4127272727,164.665262193
1991-04-16,15.23,0.0320240841212,15.3273809524,10.4372727273,164.986531995
1991-04-17,14.99,-0.0158838547926,15.3626190476,10.4607438017,165.292683218
1991-04-18,14.46,-0.0359970953839,15.3816666667,10.4817768595,165.609543435
1991-04-19,14.13,-0.0230860200342,15.3795238095,10.501446281,165.905615605
1991-04-22,14.57,0.0306644235107,15.3821428571,10.5214876033,166.23696446
1991-04-23,14.57,0.0,15.3961904762,10.5412809917,166.582801953
1991-04-24,14.4,-0.0117364136252,15.4019047619,10.5602479339,166.917930452
1991-04-25,13.86,-0.0382212128202,15.4047619048,10.5774380165,167.217152326
1991-04-26,13.89,0.0021621630045,15.4069047619,10.593553719,167.514484378
1991-04-29,13.8,-0.00650056460309,15.4069047619,10.6101652893,167.802367319
1991-04-30,13.03,-0.0574142010264,15.394047619,10.6235950413,168.037965174
1991-05-01,11.2,-0.151340612836,15.3347619048,10.6295454545,168.157023983
1991-05-02,11.61,0.0359530174088,15.2819047619,10.6373553719,168.298130719
1991-05-03,11.61,0.0,15.2021428571,10.6468595041,168.439237456
1991-05-06,11.91,0.0255115876574,15.1302380952,10.6577272727,168.577194488
1991-05-07,12.0,0.00752826642079,15.0364285714,10.6671487603,168.717041343
1991-05-08,11.79,-0.0176549352387,14.9504761905,10.6750826446,168.84176962
1991-05-09,12.03,0.0201518154373,14.8785714286,10.6840082645,168.988545823
1991-05-10,12.14,0.00910225564476,14.8128571429,10.6953305785,169.123983093
1991-05-13,12.5,0.0292228586769,14.7366666667,10.7071900826,169.295326987
1991-05-14,12.68,0.0142973047008,14.6704761905,10.7194214876,169.478009816
1991-05-15,11.97,-0.0576224294392,14.5816666667,10.7288429752,169.61722673
1991-05-16,11.61,-0.0305367238601,14.4757142857,10.737231405,169.736285539
1991-05-17,11.14,-0.0413245612107,14.3488095238,10.743677686,169.851564703
1991-05-20,10.51,-0.0582150496103,14.2166666667,10.7487603306,169.92904742
1991-05-21,10.75,0.0225785696848,14.1073809524,10.7548347107,169.993931321
1991-05-22,10.99,0.0220800138419,14.0121428571,10.7623966942,170.06448469
1991-05-23,10.72,-0.0248746127729,13.9035714286,10.7695454545,170.118029657
1991-05-24,10.9,0.0166516335924,13.7680952381,10.7767355372,170.212520775
